expressionID,operandID,arg1,arg2,expressionValue,description,expressionName,expressionTypeID,expressionGroupID,expressionAttributeID
12625,17,12623,12234,None,"auto-spliced exp 12623, 12234",((CurrentTarget[Type(Gunnery)]->falloff).(PostPercent)).ALRSM(falloffBonus));     (((CurrentTarget[Type(Gunnery)]->maxRange).(PostPercent)).ALRSM(maxRangeBonus));     (((CurrentTarget[Type(Gunnery)]->trackingSpeed).(PostPercent)).ALRSM(trackingSpeedBonus),None,None,None
12626,17,12624,12235,None,"auto-spliced exp 12624, 12235",((CurrentTarget[Type(Gunnery)]->falloff).(PostPercent)).RLRSM(falloffBonus));     (((CurrentTarget[Type(Gunnery)]->maxRange).(PostPercent)).RLRSM(maxRangeBonus));     (((CurrentTarget[Type(Gunnery)]->trackingSpeed).(PostPercent)).RLRSM(trackingSpeedBonus),None,None,None
12627,12,12188,1648,None,"Autogenerated ATT, 158 on modules in group Energy Weapon on Target",CurrentTarget..Energy Weapon->falloff,None,None,None
12631,31,10,12627,None,"Autogenerated EFF, PostMul modification to 158 located on Target",(CurrentTarget..Energy Weapon->falloff).(PostMul),None,None,None
12632,7,12631,3056,None,"Autogenerated ALGM, (158 located on Target).ALGM(517,PostMul)",((CurrentTarget..Energy Weapon->falloff).(PostMul)).AddLocationGroupModifier (fallofMultiplier),None,None,None
12633,59,12631,3056,None,"Autogenerated RLGM, (158 located on Target).RLGM(517,PostMul)",((CurrentTarget..Energy Weapon->falloff).(PostMul)).RemoveLocationGroupModifier (fallofMultiplier),None,None,None
12634,12,12197,1648,None,"Autogenerated ATT, 158 on modules in group Hybrid Weapon on Target",CurrentTarget..Hybrid Weapon->falloff,None,None,None
12635,31,10,12634,None,"Autogenerated EFF, PostMul modification to 158 located on Target",(CurrentTarget..Hybrid Weapon->falloff).(PostMul),None,None,None
12636,7,12635,3056,None,"Autogenerated ALGM, (158 located on Target).ALGM(517,PostMul)",((CurrentTarget..Hybrid Weapon->falloff).(PostMul)).AddLocationGroupModifier (fallofMultiplier),None,None,None
12637,59,12635,3056,None,"Autogenerated RLGM, (158 located on Target).RLGM(517,PostMul)",((CurrentTarget..Hybrid Weapon->falloff).(PostMul)).RemoveLocationGroupModifier (fallofMultiplier),None,None,None
12638,12,12206,1648,None,"Autogenerated ATT, 158 on modules in group Projectile Weapon on Target",CurrentTarget..Projectile Weapon->falloff,None,None,None
12639,31,10,12638,None,"Autogenerated EFF, PostMul modification to 158 located on Target",(CurrentTarget..Projectile Weapon->falloff).(PostMul),None,None,None
12640,7,12639,3056,None,"Autogenerated ALGM, (158 located on Target).ALGM(517,PostMul)",((CurrentTarget..Projectile Weapon->falloff).(PostMul)).AddLocationGroupModifier (fallofMultiplier),None,None,None
12641,59,12639,3056,None,"Autogenerated RLGM, (158 located on Target).RLGM(517,PostMul)",((CurrentTarget..Projectile Weapon->falloff).(PostMul)).RemoveLocationGroupModifier (fallofMultiplier),None,None,None
12642,17,12632,12636,None,"auto-spliced exp 12632, 12636",((CurrentTarget..Energy Weapon->falloff).(PostMul)).AddLocationGroupModifier (fallofMultiplier));     (((CurrentTarget..Hybrid Weapon->falloff).(PostMul)).AddLocationGroupModifier (fallofMultiplier),None,None,None
12643,17,12633,12637,None,"auto-spliced exp 12633, 12637",((CurrentTarget..Energy Weapon->falloff).(PostMul)).RemoveLocationGroupModifier (fallofMultiplier));     (((CurrentTarget..Hybrid Weapon->falloff).(PostMul)).RemoveLocationGroupModifier (fallofMultiplier),None,None,None
12644,17,12640,12642,None,"auto-spliced exp 12640, 12642",((CurrentTarget..Projectile Weapon->falloff).(PostMul)).AddLocationGroupModifier (fallofMultiplier));     (((CurrentTarget..Energy Weapon->falloff).(PostMul)).AddLocationGroupModifier (fallofMultiplier));     (((CurrentTarget..Hybrid Weapon->falloff).(PostMul)).AddLocationGroupModifier (fallofMultiplier),None,None,None
12645,17,12641,12643,None,"auto-spliced exp 12641, 12643",((CurrentTarget..Projectile Weapon->falloff).(PostMul)).RemoveLocationGroupModifier (fallofMultiplier));     (((CurrentTarget..Energy Weapon->falloff).(PostMul)).RemoveLocationGroupModifier (fallofMultiplier));     (((CurrentTarget..Hybrid Weapon->falloff).(PostMul)).RemoveLocationGroupModifier (fallofMultiplier),None,None,None
12646,17,12644,1013,None,"auto-spliced exp 12644, 1013",((CurrentTarget..Projectile Weapon->falloff).(PostMul)).AddLocationGroupModifier (fallofMultiplier));     (((CurrentTarget..Energy Weapon->falloff).(PostMul)).AddLocationGroupModifier (fallofMultiplier));     (((CurrentTarget..Hybrid Weapon->fa..);     (((CurrentTarget..EnergyWeapon->maxRange).(PostMul)).AddLocationGroupModifier (maxRangeMultiplier));     (((CurrentTarget..ProjectileWeapon->maxRange).(PostMul)).AddLocationGroupModifier (maxRangeMultiplier));     (((CurrentTarget..HybridWeapon-..,None,None,None
12647,17,12645,1014,None,"auto-spliced exp 12645, 1014",((CurrentTarget..Projectile Weapon->falloff).(PostMul)).RemoveLocationGroupModifier (fallofMultiplier));     (((CurrentTarget..Energy Weapon->falloff).(PostMul)).RemoveLocationGroupModifier (fallofMultiplier));     (((CurrentTarget..Hybrid Weap..);     (((CurrentTarget..EnergyWeapon->maxRange).(PostMul)).RemoveLocationGroupModifier (maxRangeMultiplier));     (((CurrentTarget..ProjectileWeapon->maxRange).(PostMul)).RemoveLocationGroupModifier (maxRangeMultiplier));     (((CurrentTarget..HybridW..,None,None,None
12648,7,8514,4144,None,"Autogenerated ALGM, (51 located on Ship).ALGM(659,PostPercent)",((CurrentShip..Missile Launcher Assault->speed).(PostPercent)).AddLocationGroupModifier (shipBonusMC2),None,None,None
12649,59,8514,4144,None,"Autogenerated RLGM, (51 located on Ship).RLGM(659,PostPercent)",((CurrentShip..Missile Launcher Assault->speed).(PostPercent)).RemoveLocationGroupModifier (shipBonusMC2),None,None,None
12650,7,6840,4144,None,"Autogenerated ALGM, (51 located on Ship).ALGM(659,PostPercent)",((CurrentShip..Heavy Missile Launcher->speed).(PostPercent)).AddLocationGroupModifier (shipBonusMC2),None,None,None
12651,59,6840,4144,None,"Autogenerated RLGM, (51 located on Ship).RLGM(659,PostPercent)",((CurrentShip..Heavy Missile Launcher->speed).(PostPercent)).RemoveLocationGroupModifier (shipBonusMC2),None,None,None
12652,7,9575,4144,None,"Autogenerated ALGM, (51 located on Ship).ALGM(659,PostPercent)",((CurrentShip..Missile Launcher Heavy Assault->speed).(PostPercent)).AddLocationGroupModifier (shipBonusMC2),None,None,None
12653,59,9575,4144,None,"Autogenerated RLGM, (51 located on Ship).RLGM(659,PostPercent)",((CurrentShip..Missile Launcher Heavy Assault->speed).(PostPercent)).RemoveLocationGroupModifier (shipBonusMC2),None,None,None
12654,17,12648,12650,None,"auto-spliced exp 12648, 12650",((CurrentShip..Missile Launcher Assault->speed).(PostPercent)).AddLocationGroupModifier (shipBonusMC2));     (((CurrentShip..Heavy Missile Launcher->speed).(PostPercent)).AddLocationGroupModifier (shipBonusMC2),None,None,None
12655,17,12649,12651,None,"auto-spliced exp 12649, 12651",((CurrentShip..Missile Launcher Assault->speed).(PostPercent)).RemoveLocationGroupModifier (shipBonusMC2));     (((CurrentShip..Heavy Missile Launcher->speed).(PostPercent)).RemoveLocationGroupModifier (shipBonusMC2),None,None,None
12656,17,12652,12654,None,"auto-spliced exp 12652, 12654",((CurrentShip..Missile Launcher Heavy Assault->speed).(PostPercent)).AddLocationGroupModifier (shipBonusMC2));     (((CurrentShip..Missile Launcher Assault->speed).(PostPercent)).AddLocationGroupModifier (shipBonusMC2));     (((CurrentShip..Heavy Missile Launcher->speed).(PostPercent)).AddLocationGroupModifier (shipBonusMC2),None,None,None
12657,17,12653,12655,None,"auto-spliced exp 12653, 12655",((CurrentShip..Missile Launcher Heavy Assault->speed).(PostPercent)).RemoveLocationGroupModifier (shipBonusMC2));     (((CurrentShip..Missile Launcher Assault->speed).(PostPercent)).RemoveLocationGroupModifier (shipBonusMC2));     (((CurrentShip..Heavy Missile Launcher->speed).(PostPercent)).RemoveLocationGroupModifier (shipBonusMC2),None,None,None
12662,12,1203,651,None,"Autogenerated ATT, 51 on modules requiring Medium Hybrid Turret on Ship",CurrentShip[Type(Medium Hybrid Turret)]->speed,None,None,None
12663,31,1095,12662,None,"Autogenerated EFF, PostPercent modification to 51 on modules requiring Medium Hybrid Turret on Ship",(CurrentShip[Type(Medium Hybrid Turret)]->speed).(PostPercent),None,None,None
12664,9,12663,4143,None,"Autogenerated ALRSM, (51 of modules on Ship requiring Medium Hybrid Turret).ALRSM(PostPercent,658)",((CurrentShip[Type(Medium Hybrid Turret)]->speed).(PostPercent)).ALRSM(shipBonusGC2),None,None,None
12665,61,12663,4143,None,"Autogenerated RLRSM, (51 of modules on Ship requiring Medium Hybrid Turret).RLRSM(PostPercent,658)",((CurrentShip[Type(Medium Hybrid Turret)]->speed).(PostPercent)).RLRSM(shipBonusGC2),None,None,None
12668,11,9999,2521,None,"Autogenerated ALRSM, (281 of modules on Char requiring Survey).ALRSM(PostPercent,464)",((CurrentChar[Survey]->explosionDelay).(PostPercent)).AORSM(shipBonusAF),None,None,None
12669,62,9999,2521,None,"Autogenerated RLRSM, (281 of modules on Char requiring Survey).RLRSM(PostPercent,464)",((CurrentChar[Survey]->explosionDelay).(PostPercent)).RORSM(shipBonusAF),None,None,None
12672,9,5824,2521,None,"Autogenerated ALRSM, (73 of modules on Ship requiring Astrometrics).ALRSM(PostPercent,464)",((CurrentShip[Astrometrics]->duration).(PostPercent)).ALRSM(shipBonusAF),None,None,None
12673,61,5824,2521,None,"Autogenerated RLRSM, (73 of modules on Ship requiring Astrometrics).RLRSM(PostPercent,464)",((CurrentShip[Astrometrics]->duration).(PostPercent)).RLRSM(shipBonusAF),None,None,None
12674,49,26,1593,None,"Autogenerated LRS, modules on Target that require High Speed Maneuvering",CurrentTarget[Type(High Speed Manuvering)],None,None,None
12675,12,12674,46,None,"Autogenerated ATT, 6 on modules requiring High Speed Maneuvering on Target",CurrentTarget[Type(High Speed Manuvering)]->capacitorNeed,None,None,None
12676,31,10,12675,None,"Autogenerated EFF, PostMul modification to 6 on modules requiring High Speed Maneuvering on Target",(CurrentTarget[Type(High Speed Manuvering)]->capacitorNeed).(PostMul),None,None,None
12677,9,12676,729,None,"Autogenerated ALRSM, (6 of modules on Target requiring High Speed Maneuvering).ALRSM(PostMul,216)",((CurrentTarget[Type(High Speed Manuvering)]->capacitorNeed).(PostMul)).ALRSM(capacitorNeedMultiplier),None,None,None
12678,61,12676,729,None,"Autogenerated RLRSM, (6 of modules on Target requiring High Speed Maneuvering).RLRSM(PostMul,216)",((CurrentTarget[Type(High Speed Manuvering)]->capacitorNeed).(PostMul)).RLRSM(capacitorNeedMultiplier),None,None,None
12679,17,12677,3489,None,"auto-spliced exp 12677, 3489",((CurrentTarget[Type(High Speed Manuvering)]->capacitorNeed).(PostMul)).ALRSM(capacitorNeedMultiplier));     (((CurrentTarget->maxVelocity).(PostPercent)).AddItemModifier (speedFactor),None,None,None
12680,17,12678,3491,None,"auto-spliced exp 12678, 3491",((CurrentTarget[Type(High Speed Manuvering)]->capacitorNeed).(PostMul)).RLRSM(capacitorNeedMultiplier));     (((CurrentTarget->maxVelocity).(PostPercent)).RemoveItemModifier (speedFactor),None,None,None
12681,17,12677,294,None,"auto-spliced exp 12677, 294",((CurrentTarget[Type(High Speed Manuvering)]->capacitorNeed).(PostMul)).ALRSM(capacitorNeedMultiplier));     (((CurrentTarget->warpScrambleStatus).(ModAdd)).AddItemModifier (warpScrambleStrength),None,None,None
12682,17,12678,295,None,"auto-spliced exp 12678, 295",((CurrentTarget[Type(High Speed Manuvering)]->capacitorNeed).(PostMul)).RLRSM(capacitorNeedMultiplier));     (((CurrentTarget->warpScrambleStatus).(ModAdd)).RemoveItemModifier (warpScrambleStrength),None,None,None
12697,31,1095,12107,None,"Autogenerated EFF, PostPercent modification to Char.1267",(CurrentChar->moduleRepairRate).(PostPercent),None,None,None
12698,6,12697,12105,None,"Autogenerated AIM, Char.1267.AIM(1295,PostPercent)",((CurrentChar->moduleRepairRate).(PostPercent)).AddItemModifier (moduleRepairRateBonus),None,None,None
12699,58,12697,12105,None,"Autogenerated RIM, Char.1267.RIM(1295,PostPercent)",((CurrentChar->moduleRepairRate).(PostPercent)).RemoveItemModifier (moduleRepairRateBonus),None,None,None
12700,22,None,None,None,None,activationBlocked,None,None,1349
12701,22,None,None,None,None,activationBlockedStrenght,None,None,1350
12702,26,None,None,Harvestable Cloud,"Autogenerated group, Harvestable Cloud",Harvestable Cloud,None,711,None
12703,12,12674,12700,None,"Autogenerated ATT, 1349 on modules requiring High Speed Maneuvering on Target",CurrentTarget[Type(High Speed Manuvering)]->activationBlocked,None,None,None
12704,31,7,12703,None,"Autogenerated EFF, ModAdd modification to 1349 on modules requiring High Speed Maneuvering on Target",(CurrentTarget[Type(High Speed Manuvering)]->activationBlocked).(ModAdd),None,None,None
12705,9,12704,12701,None,"Autogenerated ALRSM, (1349 of modules on Target requiring High Speed Maneuvering).ALRSM(ModAdd,1350)",((CurrentTarget[Type(High Speed Manuvering)]->activationBlocked).(ModAdd)).ALRSM(activationBlockedStrenght),None,None,None
12706,61,12704,12701,None,"Autogenerated RLRSM, (1349 of modules on Target requiring High Speed Maneuvering).RLRSM(ModAdd,1350)",((CurrentTarget[Type(High Speed Manuvering)]->activationBlocked).(ModAdd)).RLRSM(activationBlockedStrenght),None,None,None
12707,17,294,12705,None,"auto-spliced exp 294, 12705",((CurrentTarget->warpScrambleStatus).(ModAdd)).AddItemModifier (warpScrambleStrength));     (((CurrentTarget[Type(High Speed Manuvering)]->activationBlocked).(ModAdd)).ALRSM(activationBlockedStrenght),None,None,None
12708,17,295,12706,None,"auto-spliced exp 295, 12706",((CurrentTarget->warpScrambleStatus).(ModAdd)).RemoveItemModifier (warpScrambleStrength));     (((CurrentTarget[Type(High Speed Manuvering)]->activationBlocked).(ModAdd)).RLRSM(activationBlockedStrenght),None,None,None
12736,22,None,None,None,None,shipOrcaTractorBeamRangeBonus1,None,None,1355
12737,7,11833,12736,None,"Autogenerated ALGM, (54 located on Ship).ALGM(1355,PostPercent)",((CurrentShip..Tractor Beam->maxRange).(PostPercent)).AddLocationGroupModifier (shipOrcaTractorBeamRangeBonus1),None,None,None
12738,59,11833,12736,None,"Autogenerated RLGM, (54 located on Ship).RLGM(1355,PostPercent)",((CurrentShip..Tractor Beam->maxRange).(PostPercent)).RemoveLocationGroupModifier (shipOrcaTractorBeamRangeBonus1),None,None,None
12739,22,None,None,None,None,shipOrcaTractorBeamVelocityBonus2,None,None,1357
12740,7,11953,12739,None,"Autogenerated ALGM, (1045 located on Ship).ALGM(1357,PostPercent)",((CurrentShip..Tractor Beam->maxTractorVelocity).(PostPercent)).AddLocationGroupModifier (shipOrcaTractorBeamVelocityBonus2),None,None,None
12741,59,11953,12739,None,"Autogenerated RLGM, (1045 located on Ship).RLGM(1357,PostPercent)",((CurrentShip..Tractor Beam->maxTractorVelocity).(PostPercent)).RemoveLocationGroupModifier (shipOrcaTractorBeamVelocityBonus2),None,None,None
12742,22,None,None,None,None,shipOrcaCargoBonusOrca1,None,None,1356
12743,12,4,12742,None,"Autogenerated ATT, Ship.1356",CurrentShip->shipOrcaCargoBonusOrca1,None,None,None
12744,31,5,12743,None,"Autogenerated EFF, PreMul modification to Ship.1356",(CurrentShip->shipOrcaCargoBonusOrca1).(PreMul),None,None,None
12745,6,12744,1059,None,"Autogenerated AIM, Ship.1356.AIM(280,PreMul)",((CurrentShip->shipOrcaCargoBonusOrca1).(PreMul)).AddItemModifier (skillLevel),None,None,None
12746,58,12744,1059,None,"Autogenerated RIM, Ship.1356.RIM(280,PreMul)",((CurrentShip->shipOrcaCargoBonusOrca1).(PreMul)).RemoveItemModifier (skillLevel),None,None,None
12747,6,1709,12742,None,"Autogenerated AIM, Ship.38.AIM(1356,PostPercent)",((CurrentShip->capacity).(PostPercent)).AddItemModifier (shipOrcaCargoBonusOrca1),None,None,None
12748,58,1709,12742,None,"Autogenerated RIM, Ship.38.RIM(1356,PostPercent)",((CurrentShip->capacity).(PostPercent)).RemoveItemModifier (shipOrcaCargoBonusOrca1),None,None,None
12749,22,None,None,None,None,shipOrcaForemanBonus,None,None,1358
12750,12,4,12749,None,"Autogenerated ATT, Ship.1358",CurrentShip->shipOrcaForemanBonus,None,None,None
12751,31,5,12750,None,"Autogenerated EFF, PreMul modification to Ship.1358",(CurrentShip->shipOrcaForemanBonus).(PreMul),None,None,None
12752,6,12751,1059,None,"Autogenerated AIM, Ship.1358.AIM(280,PreMul)",((CurrentShip->shipOrcaForemanBonus).(PreMul)).AddItemModifier (skillLevel),None,None,None
12753,58,12751,1059,None,"Autogenerated RIM, Ship.1358.RIM(280,PreMul)",((CurrentShip->shipOrcaForemanBonus).(PreMul)).RemoveItemModifier (skillLevel),None,None,None
12754,9,7129,12749,None,"Autogenerated ALRSM, (833 of modules on Ship requiring Mining Director).ALRSM(PostPercent,1358)",((CurrentShip[Mining Foreman Specialist]->commandBonus).(PostPercent)).ALRSM(shipOrcaForemanBonus),None,None,None
12755,61,7129,12749,None,"Autogenerated RLRSM, (833 of modules on Ship requiring Mining Director).RLRSM(PostPercent,1358)",((CurrentShip[Mining Foreman Specialist]->commandBonus).(PostPercent)).RLRSM(shipOrcaForemanBonus),None,None,None
12756,22,None,None,None,None,shipOrcaSurveyScannerBonus,None,None,1359
12757,7,11400,12756,None,"Autogenerated ALGM, (197 located on Ship).ALGM(1359,PostPercent)",((CurrentShip..Survey Scanner->surveyScanRange).(PostPercent)).AddLocationGroupModifier (shipOrcaSurveyScannerBonus),None,None,None
12758,59,11400,12756,None,"Autogenerated RLGM, (197 located on Ship).RLGM(1359,PostPercent)",((CurrentShip..Survey Scanner->surveyScanRange).(PostPercent)).RemoveLocationGroupModifier (shipOrcaSurveyScannerBonus),None,None,None
12759,12,4,12756,None,"Autogenerated ATT, Ship.1359",CurrentShip->shipOrcaSurveyScannerBonus,None,None,None
12760,31,5,12759,None,"Autogenerated EFF, PreMul modification to Ship.1359",(CurrentShip->shipOrcaSurveyScannerBonus).(PreMul),None,None,None
